wineId	country	description
33640	Greece	Fresh lemon, sea salt and grapefruit aromas lead this buoyant pour from Crete. On the palate, appealing flavors of ripe lemon, tropical fruit and spice give it weight enough to pair with heartier dishes. That said, it finishes clean with a peppery finish.
33647	Greece	Lemon and orange rind, Muscat-like flavors of honey, tropical fruit, melon and spice unfold on the nose and mouth of this elegant, well-balanced white. The wine's brisk finish keeps it focused and pure through the close.
33725	Hungary	This wine offers aromas of spice and anise, but its flavors are overpowered by tart berry and strong pepper notes. Lacks dimension and elegance.
34088	Croatia	Earthy on the nose with aromas of sun-dried hay, foliage and a high toned black cherry note. Significant aeration softens grassy aromas to reveal a red berry palate marked with bright acidity, but the finish is aggressive with rough, gripping tannins.
34283	Greece	This wine has a savory overall character, with clove, cinnamon and plum on the nose and espresso, red fruit and leather on the palate. A balanced spin of minerals gives it lift. Pair with roast lamb or poultry. A great deal and a good wine.
34284	Greece	Candied lemon and lush tropical fruits start this Assyrtiko, Athiri blend from an established producer in northern Greece. Fresh, fun and slightly sweet on the palate, the wine has a softer, more feminine touch than many Greek whites. Great with lighter fare like salads and grilled seafood.
34292	Greece	Violet, crushed herb and mint aromas start this Agiorgitiko. On the palate, coca, vanilla, red berry and a savory spin give it depth. Fresh and friendly but substantive, this wine can age.
34444	Hungary	This straw-colored wine made predominantely from Furmint has tropical aromas of passion fruit and mango and a touch of fresh white peach. White peach, yellow peach and guava flavors show on the palate before the zesty finish.
35018	Hungary	Pretty lavender and violet notes shaded with wax and lanolin scent this delicious, honey-coated wine. Decadently rich with a sunny, bright acidity and elegant tones of tangerine, black tea and heather, it's lip-smackingly good through its long, smooth finish.
35025	Hungary	Orange peel, honey and spice notes linger over a bouquet of hyacinth and freesias. So beautifully structured, it's as if each sip unleashes a wave of sweet amber honey that undulates on the palate amidst flashes of golden marmalade and a vibrant citrus acidity.
35040	Greece	Oak treatment adds a caramel spice to the crisp, cirtic flavors of Roditis. The nose, sweeter and slightly headier than the un-treated version, leads into a pretty, rounded fruit profile that marries the oaky spice and lemon character well. More dimension and less lift than the average Greek white.
35052	Greece	This red blends Xinomavro, the “acid black” grape found most in Macedonia, and Syrah. The Xinomavro gives the wine its tannic, slightly spiky edge, while Syrah rounds the character out with juicy fruit and softer spices. Overall, an assertive, ageworthy red that will pair well with grilled lamb or beef.
35702	Greece	This restina balances traditional flavor with a modern refinement. On the nose, subdued herbal/pine notes with a spry citrus edge. On the palate, a lively dance of acidity, lemon and lime peel and crushed herbs is playful and subtle. This is a fantastic food wine that will stretch from beginning to end of the meal.
36168	Greece	This rounded white starts with aromas of lemon peel, orange jam, spice and flowers, followed by appealing flavors of citrus and white fruit. It has body and structure, and will temper spicy food well: think Indian, Szechuan.
36436	Slovenia	Known in Italy as Ribolla Gialla, Rebula is the name used for the same grape on the Slovenian side of the border. This wine has aromas of pineapple, tropical fruit and dried lavender. Flavors of green apple and pineapple flourish on the palate, lingering into the surprisingly tart finish.
36696	Hungary	Garnet in the glass, this 100% Kékfrankos has aromas of dark chocolate, black cherry, black plum and espresso. In the mouth, there are silky tannins and flavors of cherry, blackberry and nutmeg.
36724	Greece	The difficult Xinomavro grape is wrangled well by talented winemaker Hatzis, though the wine feels slightly discordant. Aromas and flavors of olive, pepper, spice and tart berry offer intriguing layers, and the finish has  sweet spice.
37243	Slovenia	This sweet wine is nut brown in color, with aromas of dried prunes, caramelized pears and raisins. The palate is driven by sweet, dried fruit tones, balanced by bright acidity.
37332	Greece	This fresh but fruity white starts with aromas of white rose, grapefruit and citrus, followed by light and elegant flavors of lemon, grapefruit and sea salt. Playful but memorable.
37346	Greece	Focused and fresh, this wine starts with aromas of snappy lemon and slate, followed by sea salt, tropical fruit and citrus on the palate. The acid-fruit interplay offers an expressive but lively choice for pairing with salads, ethnic cuisine and fruit dishes.
38432	Hungary	This late harvest wine is straw in color, with aromas of yellow peaches, white flowers and apricots. It's well balanced, with a pleasing level of acidity to offset the ripe, fruit-driven palate.
38434	Hungary	This dry Furmint is brilliant gold in color, with notes of Bartlett pear, Granny Smith apple, and lime zest in the complex bouquet. These aromas transfer seamlessly onto the palate as vibrant fruit flavors, with round body and bracing minerality. Delightful with food or by itself as an apéritif.
38495	Slovenia	This 100% Ribolla Gialla has aromas of green apple and apple cider. There's nice minerality in the mouth with flavors of apple pie, apple cider and a touch of creaminess. The finish is pleasantly bright.
38496	Slovenia	Aromas of honeysuckle, yellow canned peach and wet slate lead to flavors of grapefruit peel, citrus blossom and lemon zest in the mouth. The finish is crisp and zippy.
38509	Slovenia	This Slovenian Sauvignon Blanc has aromas of lemon grass and freshly mowed lawn. It is sharp on entry with flavors of lime juice, orange zest and grapefruit before the bright acidic finish.
38640	Hungary	This wine is a blend of international and indigenous Hungarian varieties, made from 60% Furmint, 17% Hárslevelu, 11% Chardonnay, 9% Sauvignon Blanc and 3% Muscat. A bouquet of creamsicle and lychee set the stage for flavors of tropical fruits and orange zest. It is sinewy on the palate, with a surprisingly velvety finish.
38735	Greece	In a word: stately. The wine starts with cedar, leather and olive aromas, followed by complex flavors of cinnamon, red fruit and a touch of spicy smoke. This wine will age well but is delicious now.
38748	Greece	Aromas of nutmeg, cedar and mushroom lead this spicy red from Crete. On the palate, currants, vanilla and cinnamon are rich but balanced with a good acidity. Great with cheeses, duck.
38865	Greece	A floral note touched with orange rind and ripe lemon aromas gives this wine a definite Greek character. Poised and elegant on the plate, it has delicious layers of grapefruit, lemon and a spin of minerals on the finish. Fruity but balanced, it's a wine for myriad palates.
38943	Hungary	This blend of 35% Kékfrankos, 34% Merlot, 27% Pinot Noir and 4% Cabernet Franc has aromas of tart cherry, pomegranate and black pepper. It is medium bodied with flavors of red plums and tart cherry.
39514	Croatia	Ripe melon and subtle white flowers meld with fresh apple and pear on the nose and palate of this lovely Malvasia from Ivica Matoevi´c. Quite voluptuous in style with a silky, slightly oily mouthfeel, the palate is bright with sweet stone fruit and a pleasantly bitter almond note that lingers on the finish.
39528	Hungary	Perfectly dry, yet bursting with pure, ripe red fruit, Sauska's rosé would be a refreshingly easy apéritif to be enjoyed anytime of the year. Made with a hefty dose of Blaufränkisch, it's clean and fresh on the palate with pretty wildflower notes and zippy sour cherry acidity.
39605	Hungary	A hefty dose of Muscat makes this Tokaji blend particularly flamboyant on the nose, with loads of sweet, waxy honeycomb and yellow flower aromas. It's a shade off-dry, but steely acidity and a tart tangerine flavor cut through the sweetness, leaving only a touch of honey on the finish.
39715	Slovenia	This is pale blush colored, with aromas of rose petal, jasmine blossom and fresh picked strawberry that continue seamlessly onto the palate. It's got a great strawberry zing on the finish, with bright, balanced acidity.
40029	Greece	A fine example of how integrated the Xinomavro grape can be. Earthy, Mediterranean nosings of eucalyptus, olive and clove lead into balanced, simply attractive flavors of spice and fruit that are robust but refined. A great choice for a spiced meat entree—think grilled lamb kebabs. Tannic but smooth.
40176	Hungary	Bursting with zesty tangerine peel aromas and a gentle clover honey sweetness, the Mád Cuvée Late Harvest reflects a lighter style of Tokaji, but with a freshness and delicacy that's ethereal.
40679	Greece	The soft but exotic nose of tropical fruit and citrus leads into an elegant array of mouthwatering citrus and tropical fruit on this wine. Rich but lively on the finish, it's a classy sip for a warm-weather patio party.
40684	Greece	A darker, denser red that offers chocolate, black fruit and spice on the nose and palate. A spin of nutty spice and dried fruit punctuates the cherry and raisin fruit. Slightly Port-like and heavier, this wine will soften with time in the bottle.
40686	Croatia	Pronounced aromas of charred wood are imposing on the nose, but intense black fruit shines through on the palate, taming char into a more palatable blend of rich blackberry preserves, smoke and barnyard. The long finish ends with supple tannins and a touch of vanilla and mocha-kissed fruit.
40694	Greece	This single-vineyard white is dominated by the lemon spice and salt that pronounces a Santorini white. Lean and zesty, it's a focused white with a slate finish. Good for grilled fish, and extremely refreshing on a hot day.
40804	Greece	This blend of Roditis and Viognier starts with aromas of fresh lemon blossom, sea salt and jasmine, leading into a nimble and delicate array of citrus and spice on the palate. Clean and focused but with a curvaceous edge.
40931	Hungary	A very pretty, opulent floral nose with hints of spice lead on this Hungarian sparkler. On the palate, it has a clean, minerally flavor that lacks some of the dimension and finesse that the nose would lead one to expect. A good food wine, though—and fun. Imported by MHW Ltd.
40982	Greece	Elegant, light and easy to drink, this offers a nose of fresh citrus and clean, friendly flavors of lemon and spice on the palate. Uncomplicated and fun, it's a great summer wine that will pair perfectly with grilled fish or Asian cuisine.
41089	Greece	Cherry, spice and vanilla on the nose are followed by flavors of cherry, pepper, and spicy sausage on the palate. Smooth, balanced and easy drinking, this is a good go-to red with a slightly exotic spin.
41090	Greece	This is a friendly red with aromas of cinnamon, red berry and pepper, followed by a lightly sweet combination of vanilla, cherry and strawberry. Easy drinking and soft overall, this will pair well with many dishes—turkey, pork and lamb alike.
41097	Greece	Aromas of pineapple, orange and lemon lead this fruity and fun Chardonnay from Greece. Balanced fresh fruit flavors are lifted by a good acidity and spice. Easy to love and offering an international style, this is a white wine for the weekday as well as weekend.
41679	Croatia	Produced by a talented winemaker in the Kutjevo region, it has brilliant ruby color plus enticing aromas of purple violets, lavender and freshly picked red cherries. There's great mouthfeel, artfully woven flavors of red berries and black plums, and chalky tannins.
42052	Greece	This rare Greek variety expresses itself here with aromas of lime and quince, and fresh green flavors of citrus and cucumber. Refreshing but also creamy. A unique wine that will pair well with grilled fish or octopus.
42057	Greece	Hallmark flavors of peach, pear, citrus and spice lead this Chardonnay from Ktima. Balanced and subdued, its white fruit, floral and citrus flavors will pair well with dishes that need a lighter, easygoing touch.
42120	Greece	Spicy, buttery aromas lead this lean-style white from Crete. Medium-bodied with a combination of citrus and spices, and a touch of flowers. Angular but interesting.
42121	Greece	This retsina offers a traditional style with its nose of citrus and pine resin and dry, slightly spicy flavors. A bigger style that would pair well with spicy Chinese or Indian cuisine.
42618	Slovenia	This blend of 40% Furmint, 40% Pinot Gris and 20% Riesling has aromas of pineapple, lychee fruit and fresh herbs. It's thin and racy in the mouth with flavors of mango, apple and guava.
42669	Hungary	Freshly ground black pepper and dark cherries scent this Hungarian Kékfrankos. It is medium bodied, presenting flavors of pomegranate and sour cherry with a slightly tart finish.
42853	Croatia	Aromas of dried black cherry, saddle leather and freshly picked mush lead the bouquet, while flavors of black plum, cranberry juice and cherry cola flesh out the palate. Smooth tannins add balance and roundness to the finish.
42873	Greece	Fresh, fruity and flirty, this white offers vanilla, fresh fruit and minerals on the nose and on the palate, a lovely balance of citrus, spice and flowers. Vibrant and layered, with a minerally, cheerful finish.
42882	Greece	This alluring red blend start with aromas of cherry, blueberry, cedar and spice and leads into pretty layers of red berry, cherry and violets on the palate. Soft and full with good acid balance, it's a lovely combination of native and international varieties.
43258	Greece	This Moschofilero/Chardonnay blend feels a bit overwrought, with a boozy nose of vanilla, dried apricot and spice and flavors of citrus fruit and cedar. It also has a nice exotic character that will pair well with heartier fish dishes and cheese. Drink now.
43589	Greece	Aromas of soft pear, peach, flower and citrus are followed by layers of tropical fruit, citrus and pear on the palate. It's round, viscous mouthfeel should enable it to stand up to robust poultry and seafood dishes.
43887	Greece	Sigalas sets the bar high for Assyrtiko as usual. This 2010 is a balance of rounded citrus, crisp sea salt and sparkling minerality. Delicious with grilled fish, fruit or alone on a hot day, this is an elegant gem of a white that represents some of the best of Greek wine offered today.
44100	Greece	A pleasant, lemon-and-lime white, best with light fish dishes. Unlike most of its brethren, which are ready to go from the moment they're opened, this one has some burnt-matchstick aromas that need time and aeration to dissipate. Try decanting.
44384	Slovenia	This salmon-colored rosé suggests aromas of powdered sugar, red raspberry and dried herbs. It is soft on the entry with a touch of sweetness and flavors of Red Delicious apple, Turkish delight and marzipan.
44437	Hungary	Amber colored in the glass, this dry Furmint has aromas of flint, wet river rock and sliced pear. In the mouth there are flavors of vanilla, green apple and apricot before the mineral-driven finish.
44465	Hungary	This 100% Furmint has aromas of white flowers, green apple, pear and dried apricot, with flavors of freshly sliced pear and apricot jam. The finish is crisp and clean, inviting you in for another sip.
44673	Greece	Opulent aromas of honey, flowers and peach lead this distinctive white. Full-bodied and full of exotic citrus, spice and tropical fruit flavor, it's classic but will appeal to myriad palates. A balancing acidity gives it focus.
44938	Greece	This single-vineyard Agiorgitiko has an earthy olive nose and smooth, integrated flavors of red berry, herbs and spice. Soft but structured tannins and a spin of spice on the finish recommend it for heartier dishes, but it's good enough to savor on its own. Elegant, but with some muscle.
45255	Greece	This wine has a brisk nose of lemon and lime and a palate that's full of tangy citrus and sea salt notes. Focused but full of character, this peppy wine will pair with myriad dishes from beef to grilled seafood.
45267	Greece	Violet, blackberry and plums on the nose are followed by unctuous, dark berry flavors in his affordable red. The wine has body but is buoyed by good structure and acidity. A very god alternative to everyday reds, and with a more mysterious overall character.
45271	Greece	Savory spice and roasted meat aromas lead into flavors of tomato, olives and roasted meat. The wine has a brisk acidity and a smoky finish, making it perfect for grilled burgers, steaks and sausages.
45369	Greece	Grapefruit and orange peel aromas are followed by a balance of white peach and lemon on the palate. Brisk but fuller-bodied, the wine has a viscous mouthfeel that finishes clean. This is a food-friendly wine to pair with fresh fish and poultry.
45616	Greece	Violet and red cherry aromas are followed by flavors of tart cherry, mesquite smoke and pepper on the palate. A little angular but overall nicely rounded by Syrah, this Xinomavro blend is a good cohort to meats and cheese.
45618	Greece	Apple, orange and pear aromas lead this distinctive white blend. On the palate, the wine has an appealing balance of chalkiness paired with exotic fruits. The finish offers complexity with a wash of lively acidity.
45870	Greece	This full-bodied red gives sexy aromas of dark chocolate, cherry, vanilla and cedar, followed by equally deep flavors of cocoa, black fruit, plum and black pepper. Smooth but sturdy, it will pair well with steaks, stews and earthier fare.
45988	Hungary	This ethereal Tokaji Aszú is golden in color, with aromas of delicate acacia flower, honeysuckle, fresh peach and tinned apricot. The flavors come alive on the palate, showing luscious apricot, floral honeycomb and fresh pear juice. The acidity is perfectly balanced to prevent this delightful wine from being too cloying.
46002	Hungary	Straw colored with gold reflections, this delightful sweet wine has aromas of dried pear, fresh apricot and yellow peach. Flavors of fresh Bartlett pear, acacia honey and tinned apricots unfold on the palate. The finish is sweet, with just the right amount of acidity.
46308	Greece	Plum and red berry aromas start this integrated red blend, which is released only in the best years. On the palate, plum, warm spice and oak tones create a rich but clean character. The wine is structured and has room to age.
46312	Croatia	Fresh and fragrant, this offers notes of apple, vanilla spice and lemon rind on the nose and palate. The palate of this Croatian white feels surprisingly voluptuous. Dry in style, with penetrating fruit flavors, this has lavish minerality on the midpalate that lends the finish a brisk, crisp feel.
46316	Greece	An alluring nose of citrus, pineapple and peach notes leads this elegant white. Fresh, flavorful and exotic, the wine offers citrus and lush fruit flavors, with a spin of acid for balance. This is very good on its own, but it will also pair well with poultry, grilled seafood or spicy dishes.
46692	Hungary	This late harvest sweet wine leads with delicate lemon blossom, canned peach, ripe apricot and mandarin orange aromas. It delivers white peach and apricot flavors on the palate, which is velvety smooth, with a restrained level of acidity to offset the sweetness.
47185	Hungary	Enticing aromas of pear and white peach set the stage for flavors of peach nectar and slightly tart white plum. This wine is full in the mouth with a bright citrus note on the finish.
47285	Greece	An intriguing nose of tobacco, cherry, clove and mint gives this Agiorgitiko an edge. The flavors are rich and full with spicy tobacco and fresh red berry fruit. Balanced but full of character.
47420	Greece	Lemon, mineral and spice notes characterize this indigenous white from Greece. Dry and clean, it will pair well with grilled fish or octopus.
47480	Greece	Elegant mineral, citrus and spice aromas lead into complex layers of sea salt and lemon flavors. Overall this is balanced, but with a bracing edge that's refreshing and refined.
47499	Greece	Ripe white fruits, Turkish delight and spice lead this complex, aromatic Chardonnay. Balanced on the palate, with layers of peach, citrus and tropical fruit, this is buoyed by fresh acidity. Suitable for fuller-bodied meals, it's also delicious on its own.
47578	Greece	From Crete, this wine offers deep fruit character and an exotic spin on Assyrtiko. Limestone, lemon and white fruits abound, with a slightly sweet and lush finish. Very pretty and balanced.
47931	Greece	This lively white, made with the native grape Assyrtiko, starts with a big, citrusy nose, followed by more complex flavors of citrus, flowers and spice. Rich and warm, the wine still has an underbelly of dancing acidity that keeps it food friendly. An elegant wine with a lingering floral finish.
48173	Greece	Cinnamon, plum, and mellow cherry aromas give this wine a poised start. On the palate, the wine is balanced and offers delicious waves of bitter almond, spicebox, sour cherry and cinnamon. Pair with grilled lamb and burgers.
48478	Hungary	All of the hallmarks of a good Bordeaux blend are here—earthy, wooded spice, rich fruit flavors, a hearty character. The wine is elegant and assertive, but a slight red berry tartness, oak sweetness and heat throw its balance off just slightly. The overall impression, though, is good. Pair with beef stew or grilled lamb for a real treat.
48513	Greece	Forest fruits and warming spices lead this elegant red blend. The palate offers cherry and red currant flavors mingling with black pepper, cinnamon and clove. The wine has a brisk mineral edge that keeps it balanced and great for food. A wine with poise that will age.
48520	Greece	This wine starts with a soft nose of rose, tropical fruit and a touch of spice. Its flavors of citrus and spice are complex but buoyed by a laser focused minerality. Elegant and classic, and worthy of aging.
48733	Greece	Cedar, berries and tobacco on the nose of this elegant red give it a moody appeal. On the palate, cherry, mocha and smoke prevail. This wine has dimension and class.
49326	Hungary	Surprisingly subtle, yet maddeningly complex, this is a rare treat to unravel slowly, sip by sip. Sweet and honeyed on the nose with scents of freesia, orange peel and stone fruit, but accented with just a hint of sun-dried hay. The palate is deeply concentrated with undulating waves of honey, beeswax and fruit, but balanced with striking tangerine acidity. Remarkably long on the finish.
49619	Greece	This wine starts with a spicy nose of tobacco and mocha tinged with a green character. The wine's dry style offers flavors of wooded spice, red berry, tobacco and a slightly lean spin. Spicy and food friendly, but a touch rustic.
50164	Croatia	High-toned, red cherry fruit aromas on this bold, full-bodied Croatian Pinot transition nicely to a deeply concentrated black fruit palate sprinkled with cocoa and vanilla notes. The texture is lush overall, but grape tannins feel harsh and grippy on the finish.
50166	Greece	Earthy notes of cedar, tobacco and leather mix with tart cherry and violet on the nose and palate of this indigenous red. A crisp, focused style that will pair well with spiced meat and burgers, and is ready to drink now.
50168	Greece	Black cherry, cigarbox and balsamic on the nose is followed by red currant, leather and cherry on the palate. A touch of lean minerality and lots of acidity give the wine a plucky kick. If you like leaner-style reds with an exotic flair, this wine is for you.
50171	Croatia	Grapey on the nose with veins of bramble and black tea leaves, this Blaufränkish (Lemberger in Germany) is fairly tannic on entry but softens considerably with aeration. Give it some time, and it reveals a far more elegant profile with fresh black cherry fruit laced with a rustic, autumn leaf note and lively acidity.
50172	Croatia	Floral and fruity up front with sweet lychee, stonefruit and jasmine flower notes, this is a refreshing wine with zesty acidity and a clean, grassy midpalate that's just a bit short on concentration.
50177	Greece	Rich waves of red berries and cinnamon spice lead this soft, dry red. On the palate, it's slightly aimless with quiet berry fruit flavors and a spin of minerals. This is an easy-drinking red that's nice with cheese and tomato-based dishes.
50919	Slovenia	Fragrant of freshly cut grass, honeydew melon and orange blossoms, this dry, medium-bodied Sauvignon Blanc from Slovenia has pleasant grapefruit and lemon flavors and a racy, zippy acidity that tingles on the tongue. It's a simple but refreshing wine with a lime zest and smoke finish.
51123	Greece	A rich nose of cloves, exotic spice and tobacco give this red a distinctive edge. The palate offers pronounced allspice and tobacco, touched by sweet oak, tea and red fruit. A good everyday wine with an exotic touch.
51143	Greece	A nose of fresh citrus fruit and toasted vanilla is followed by flavors of exotic pineapple fruit and spice. Its rich mouthfeel is balanced by an undercurrent of mineral briskness. Pair with fattier fish or poultry.
51153	Greece	Soft white peach and citrus aromas are touched by a wave of vanilla in this pretty white. On the palate, it offers full-bodied fruit and spice flavors but never loses its balance and finesse. A friendly and easy-going wine with enough body to pair against richer dishes.
51296	Greece	A nose of lemon compote, spice and grapefruit leads this wine from Drama. Citrus and tropical fruit on the palate is crisp and bright, but offers some weight. A spicy finish ties it up nicely.
51393	Greece	Toasted nut, caramel and sweet cedar aromas are followed by hot, spicy flavors, rounded by sweet cherry and vanilla. Earthy but a touch flirty, this wine has an indigenous appeal.
51526	Greece	Oak, pepper, cinnamon and clove aromas give this red a masculine, exotic edge. On the palate, cherry, tea and cinnamon flavors are likeable and easy to drink. A fun red for everyday enjoyment.
51577	Slovenia	Intoxicating on the nose with aromas of raspberry, cherry and violet, this is a powerfully structured, Pinot Noir that balances brawn with delicate mineral and herb notes. Bright and juicy, this has a red cherry flavor that lingers long on the finish.
51714	Greece	Cedar, violet and red forest fruit aromas start this complex and stately red. On the palate, cherry, plum and pepper prevail. A classic wine with potential in the cellar.
51746	Slovenia	Like all of Movia's red wines, the Modri Ceglo is herbaceous on the nose and palate, with hints of menthol and bramble adding complexity to the crisp red-fruit flavors. The palate is ripe, silken and elegantly structured, with brisk acidity and whispers of graphite, soy and brine that linger long on the finish.
51765	Croatia	This is one unabashedly bold, brawny wine that's full of rich red fruit and milk chocolate. Bright herbal and floral tones add an unusual freshness to this Croatian Plavac Mali. Intense, penetrating tannins frame the long, mocha-flavored finish.
51841	Hungary	This Hungarian rosé is a blend of 33% Kékfrankos, 22% Cabernet Franc, 21% Cabernet Sauvignon, 16% Merlot, 5% Pinot Noir and 3% Syrah. It has aromas of strawberries, freshly sliced apple and fresh cherry juice. It flavors are those of bright cherry and red raspberry with a pleasant tartness on the finish.
51936	Greece	This Merlot from one of Greece's most exciting producers offers aromas of plum, black cherry and vanilla on the nose, followed by smooth, integrated flavors of black fruit, cinnamon, pepper and a spin of mint on the finish. Layered and elegant, with good acidity for food pairing.
52095	Slovenia	This deep garnet colored wine offers aromas of dried cherry, black raspberry and smoked sausage. It has an interesting balance of fruity and savory characteristics among raspberry, saddle leather and spicy tobacco flavors.
52096	Slovenia	Aromas of blackberry, farmstand, leather and smoked meats prime the taste buds for a wine whose flavors of cassis, smoked meat, leather and tobacco may be an acquired taste for some drinkers. This wine is pleasant overall, but the sophisticated taste profile may not be to everyone's liking.
52264	Greece	Bright strawberry and cherry aromas are followed by a fruit cup of tropical fruit, cherry and strawberry. Easy-drinking but on the sweet side, this will pair well with fruit or spicy dishes.
52269	Greece	This barrel-fermented Athiri-Assyrtiko blend starts with a wave of spice, mint and citrus aromas, leading into flavors of sea salt, lemon and spice. Though not entirely balanced, it's versatile; pair with meat, fish or cheese.
52797	Greece	Chocolate-covered cherry and vanilla aromas are an alluring start to this sultry Merlot. On the palate, soft, integrated waves of black cherry, vanilla and balsamic are followed by a clean berry finish. A mellow sip with class.
53303	Slovenia	Aromas of lemon meringue pie, lemon grass and caramelized pineapple open to flavors of wet river rocks, lemon zest and lime pith. Bright finish with strong minerality.
53310	Slovenia	This blend of 70% Blaufränkisch, 20% Pinot Noir and 10% Zweigelt has aromas of cranberry, pomegranate and dried cherry with flavors of blackberry and red raspberry. There's a pleasant touch of spicy black pepper in the finish.
53328	Croatia	Though aromatically subdued, there's an intensity of tangerine and lime zest flavor in this dry, invigorating Malvasia. The midpalate is marked by elegant white-flower notes that linger on the slightly astringent lime-pith finish.
53344	Slovenia	A musky white-flower note melds into savory notes of hazelnut oil and nut skin on the nose and palate of this smoky, rather mysterious wine. Tart with tangerine acidity, it's refreshingly brisk but finishes long with a hint of smoky vanilla.
53375	Greece	Lemon, orange and spice start this intriguing white from Biblio Chora. On the palate, it has richness, but the crisp citrus character keeps it balanced and clean. An elegant but robust wine with lingering character.
53376	Greece	This red starts with black fruits and pepper aromas, followed by waves of black cherry, cocoa, pepper and red berry. Rich and mellow, it's a classy sip that will pair well with duck, roasted meats.
53452	Greece	Cinnamon, spice, leather and forest fruit leads the nose of this balanced, elegant red. Tobacco and spice are wound together with a clean minerality and crisp acid. Versatile and friendly.
53535	Greece	Fresh aromas of citrus, white flowers and exotic fruit are followed by ripe and round flavors of pineapple and preserved lemon. The wine is balanced by good acidity and a clean finish. A dependable everyday wine.
53988	Croatia	The regular aromas and flavors of Sauvignon Blanc are here but faint—citrus, grass—and there's a stinky egg quality that overrides the whole. Earthy but odd, this wine may be a tough one to love, but it also has an interesting charm.
54476	Greece	Plum, blackberry and earthy mushroom aromas lead here, followed by soft, balanced flavors of violet, plum and tobacco. Mellow and soulful, this wine will pair well with almost any meat-based dish.
54477	Greece	A stately nose of black cherry, cocoa powder, black pepper and vanilla lead this impressive red from Amyndeon. On the palate, balanced elements of tobacco, cherry, black pepper and spice are both assertive and elegant. Integrated but with some power, this wine can age or be enjoyed now.
54478	Greece	This cheerful wine starts with a bright cherry and vanilla nose, followed by flavors of raspberry, strawberry, vanilla and smoke. Integrated and easy-drinking, it's a good go-to wine for everything from pizza to a more serious steak entrée.
54607	Croatia	Grown only in Croatia, the Zlahtina grape is light, refreshing and redolent of lemon and citrus—akin to a Sauvignon Blanc. This one has a spicy lemon nose and a blend of lemon and orange flavors that stay light on the palate. Friendly and unique, it will pair with seafood.
55150	Greece	This indigenous Cretan white displays lovely aromas of exotic tropical fruits and spice. On the palate, an appealing interplay of ripe citrus fruit and toast gives the wine a layered character. Not overly complicated but a unique glimpse into an ancient variety.
55613	Croatia	From the island of Hvar, this wine has aromas of Chinese tea and cranberry juice. There's also a pleasant feral note in the complex bouquet. It has flavors of cranberry juice and black cherry tart with grippy tannins and a persistent finish.
55783	Greece	A perfumed nose of violet, black cherry and cedar give this Syrah-Mavroudi blend a seductive start. On the palate, black fruit and spice flavors are balanced, but not overly complex. A solid everyday red with indigenous appeal, and a great match for pasta with red sauces, pizza or steak.
55822	Hungary	This garnet-colored Bikavér blend is comprised of Kefrankos, Cabernet Franc, Merlot, Sagrantino and Kadarka. It has cherry, raspberry and plum aromas and sour cherry, raspberry and smoked meat flavors. Nicely balanced, it has rounded tannins and a prolonged finish.
56098	Hungary	This 100% Furmint has delightful aromas of vanilla, honeycomb and honeydew melon. It's creamy and elegant in the mouth with flavors of lemon curd and Key Lime pie.
56103	Hungary	This well-balanced wine has scents of finely ground black pepper, dried cherry, black plum and violets with flavors of plum, blackberry and tart cherry. The tannins are smooth and the finish is persistent.
56112	Greece	Jasmine, spice and honey on the nose lead to a balance of lemon zest, mandarin orange and fresh fruit on the palate. The wine has a good balance and a zesty finish.
56254	Greece	Aromas of fleshy white fruits and spice give this Greek white a soulful edge. On the palate, clean, bracing flavors of bright lemon and minerals mean this is a multiple-glass choice. This should pair well with grilled octopus and fish.
56341	Hungary	A beautiful wine with unfolding aromas of orange peel, honey, vanilla and spice, with a viscous mélange of honey, spice and citrus on the palate. Elegant and flinty, with a luxurious finish.
56406	Greece	This delicate white offers aromas of roses and a palate of spice and flowers that are both lively and sweet. Distinctive and elegant. Pair with poultry, pork and seafood.
56691	Greece	This easygoing wine starts with fresh fruit aromas and offers ripe melon and tropical fruit flavors on the palate. The wine has an undercurrent of acidity but overall is a full bodied pour. A nice patio choice and great with cheeses, fish.
56699	Greece	Crushed stone, lemon rind and pear aromas start this silky but bright white from Alpha Estate. Juicy flavors of melon and lemon are topped with a brisk spin of minerality. A great wine for spicy cuisine and grilled poultry.
56862	Greece	Tropical fruit aromas and flavors of mango, vanilla and melon give this white blend an exotic spin. Mild acidity gives the wine lift, but the style is easy-drinking and offers a long finish. Pair with poultry or grilled seafood.
57218	Greece	This wine starts with a lovely perfumed nose of jasmine, oranges and rose. The full-bodied flavors are big to be sure, but a brisk acidity keeps everything in check. Pretty and full of personality.
57266	Croatia	High-toned apples and pears and a grassy, herbal note scent this unique blend of Croatian and international grape varieties. Deep gold in color, it's a savory wine with a bruised apple palate, but an interesting pick for everyday.
57269	Hungary	Lifted apple and pear aromas accent this light-bodied Tokaji with characteristic honey sweetness and a bright, citrus acidity. There's a darkness to this wine, however, brought on by hints of oxidation and a slightly dusty, tinned finish.
57273	Slovenia	While savory and smoky on the nose with subdued aromas of apple and pineapple, this dry yet fruity Furmint from Slovenia offers a host of bright tropical flavors. Full bodied with a bracingly high acidity that's a tad off-balance, it's a refreshing wine for everyday.
